	chr	start	end	gene_id
ENSG00000251609	4	120897082	120897083	ENSG00000251609
ENSG00000138738	4	120922869	120922870	ENSG00000138738
ENSG00000223006	4	121061477	121061478	ENSG00000223006
ENSG00000250344	4	121071428	121071429	ENSG00000250344
ENSG00000173376	4	121073020	121073021	ENSG00000173376
ENSG00000271302	4	121118298	121118299	ENSG00000271302
ENSG00000252183	4	121192902	121192903	ENSG00000252183
ENSG00000050730	4	121227465	121227466	ENSG00000050730
ENSG00000207148	4	121329169	121329170	ENSG00000207148
ENSG00000213480	4	121370344	121370345	ENSG00000213480
ENSG00000186867	4	121381058	121381059	ENSG00000186867
ENSG00000224062	4	121451540	121451541	ENSG00000224062
ENSG00000164111	4	121696994	121696995	ENSG00000164111
ENSG00000226757	4	121764584	121764585	ENSG00000226757
ENSG00000164112	4	121765426	121765427	ENSG00000164112
ENSG00000123737	4	121801316	121801317	ENSG00000123737
ENSG00000145386	4	121823932	121823933	ENSG00000145386
ENSG00000138686	4	121870496	121870497	ENSG00000138686
ENSG00000261501	4	121870582	121870583	ENSG00000261501
ENSG00000138741	4	121952059	121952060	ENSG00000138741
ENSG00000237868	4	122078317	122078318	ENSG00000237868
ENSG00000241037	4	122087810	122087811	ENSG00000241037
ENSG00000138688	4	122152332	122152333	ENSG00000138688
ENSG00000164113	4	122378965	122378966	ENSG00000164113
ENSG00000109471	4	122456724	122456725	ENSG00000109471
ENSG00000227145	4	122618982	122618983	ENSG00000227145
ENSG00000138684	4	122621068	122621069	ENSG00000138684
ENSG00000224786	4	122732481	122732482	ENSG00000224786
ENSG00000181004	4	122732701	122732702	ENSG00000181004
ENSG00000244083	4	122816116	122816117	ENSG00000244083
ENSG00000138685	4	122826707	122826708	ENSG00000138685
ENSG00000240775	4	122840342	122840343	ENSG00000240775
ENSG00000273007	4	122884711	122884712	ENSG00000273007
ENSG00000170917	4	122922967	122922968	ENSG00000170917
ENSG00000145375	4	122923077	122923078	ENSG00000145375
ENSG00000250322	4	123260117	123260118	ENSG00000250322
ENSG00000164056	4	123396794	123396795	ENSG00000164056
ENSG00000249125	4	123490267	123490268	ENSG00000249125
ENSG00000251526	4	123505278	123505279	ENSG00000251526
ENSG00000249464	4	123650266	123650267	ENSG00000249464
ENSG00000226655	4	123745672	123745673	ENSG00000226655
ENSG00000228489	4	123746225	123746226	ENSG00000228489
ENSG00000250458	4	123862014	123862015	ENSG00000250458
ENSG00000250484	4	124062461	124062462	ENSG00000250484
ENSG00000249837	4	124252043	124252044	ENSG00000249837
ENSG00000248506	4	124437119	124437120	ENSG00000248506
ENSG00000248565	4	124463789	124463790	ENSG00000248565
ENSG00000261083	4	124558444	124558445	ENSG00000261083
ENSG00000151458	4	124712731	124712732	ENSG00000151458
ENSG00000196159	4	125316398	125316399	ENSG00000196159
ENSG00000201297	4	125362818	125362819	ENSG00000201297
ENSG00000283550	4	125507258	125507259	ENSG00000283550
ENSG00000250149	4	125676717	125676718	ENSG00000250149
ENSG00000251436	4	125683667	125683668	ENSG00000251436
ENSG00000249555	4	125724216	125724217	ENSG00000249555
ENSG00000251649	4	126070707	126070708	ENSG00000251649
ENSG00000251005	4	126106922	126106923	ENSG00000251005
ENSG00000286251	4	126465143	126465144	ENSG00000286251
ENSG00000223620	4	126563508	126563509	ENSG00000223620
ENSG00000199862	4	127028218	127028219	ENSG00000199862
ENSG00000250945	4	127077761	127077762	ENSG00000250945
ENSG00000248491	4	127470568	127470569	ENSG00000248491
ENSG00000248209	4	127493504	127493505	ENSG00000248209
ENSG00000249795	4	127498326	127498327	ENSG00000249795
ENSG00000164066	4	127623270	127623271	ENSG00000164066
ENSG00000151475	4	127730399	127730400	ENSG00000151475
ENSG00000164070	4	127781820	127781821	ENSG00000164070
ENSG00000282855	4	127809169	127809170	ENSG00000282855
ENSG00000244021	4	127813199	127813200	ENSG00000244021
ENSG00000261668	4	127844039	127844040	ENSG00000261668
ENSG00000142731	4	127880892	127880893	ENSG00000142731
ENSG00000251821	4	127891990	127891991	ENSG00000251821
ENSG00000164074	4	127965305	127965306	ENSG00000164074
ENSG00000164073	4	127966033	127966034	ENSG00000164073
ENSG00000138709	4	128061285	128061286	ENSG00000138709
ENSG00000241651	4	128069611	128069612	ENSG00000241651
ENSG00000248394	4	128155388	128155389	ENSG00000248394
ENSG00000164040	4	128288828	128288829	ENSG00000164040
ENSG00000251432	4	128292750	128292751	ENSG00000251432
ENSG00000273077	4	128553415	128553416	ENSG00000273077
ENSG00000248187	4	128570530	128570531	ENSG00000248187
ENSG00000248802	4	128601406	128601407	ENSG00000248802
ENSG00000280711	4	128768227	128768228	ENSG00000280711
ENSG00000077684	4	128809699	128809700	ENSG00000077684
ENSG00000275647	4	128944627	128944628	ENSG00000275647
ENSG00000281369	4	129041765	129041766	ENSG00000281369
ENSG00000151470	4	129093316	129093317	ENSG00000151470
ENSG00000151466	4	129093599	129093600	ENSG00000151466
ENSG00000251345	4	129133105	129133106	ENSG00000251345
ENSG00000248958	4	129139739	129139740	ENSG00000248958
ENSG00000251195	4	129177385	129177386	ENSG00000251195
ENSG00000250193	4	129305021	129305022	ENSG00000250193
ENSG00000246876	4	129771480	129771481	ENSG00000246876
ENSG00000249618	4	129771658	129771659	ENSG00000249618
ENSG00000234125	4	129903009	129903010	ENSG00000234125
ENSG00000251326	4	130376228	130376229	ENSG00000251326
ENSG00000248877	4	130494672	130494673	ENSG00000248877
ENSG00000249018	4	130504343	130504344	ENSG00000249018
ENSG00000280059	4	130808506	130808507	ENSG00000280059
ENSG00000250503	4	130885640	130885641	ENSG00000250503
ENSG00000250213	4	131112747	131112748	ENSG00000250213
ENSG00000206782	4	131273241	131273242	ENSG00000206782
ENSG00000250102	4	131380012	131380013	ENSG00000250102
ENSG00000248715	4	131540280	131540281	ENSG00000248715
ENSG00000241392	4	131720542	131720543	ENSG00000241392
ENSG00000252014	4	131768139	131768140	ENSG00000252014
ENSG00000249416	4	131768232	131768233	ENSG00000249416
ENSG00000251676	4	131773301	131773302	ENSG00000251676
ENSG00000184139	4	131857912	131857913	ENSG00000184139
ENSG00000251555	4	131975951	131975952	ENSG00000251555
ENSG00000249463	4	132028433	132028434	ENSG00000249463
ENSG00000251598	4	132345620	132345621	ENSG00000251598
ENSG00000251051	4	132368478	132368479	ENSG00000251051
ENSG00000248369	4	132447234	132447235	ENSG00000248369
ENSG00000251398	4	132591088	132591089	ENSG00000251398
ENSG00000249038	4	132592083	132592084	ENSG00000249038
ENSG00000251488	4	132981676	132981677	ENSG00000251488
ENSG00000249513	4	132988676	132988677	ENSG00000249513
ENSG00000248735	4	133124103	133124104	ENSG00000248735
ENSG00000250241	4	133149115	133149116	ENSG00000250241
ENSG00000138650	4	133149293	133149294	ENSG00000138650
ENSG00000250191	4	133575207	133575208	ENSG00000250191
ENSG00000251388	4	134010689	134010690	ENSG00000251388
ENSG00000286253	4	134057467	134057468	ENSG00000286253
ENSG00000254535	4	134201788	134201789	ENSG00000254535
ENSG00000248191	4	134327062	134327063	ENSG00000248191
ENSG00000251199	4	134327472	134327473	ENSG00000251199
ENSG00000251291	4	134423866	134423867	ENSG00000251291
ENSG00000249000	4	134759398	134759399	ENSG00000249000
ENSG00000249847	4	134934130	134934131	ENSG00000249847
ENSG00000251228	4	134944274	134944275	ENSG00000251228
ENSG00000241411	4	134952888	134952889	ENSG00000241411
ENSG00000250144	4	135045463	135045464	ENSG00000250144
ENSG00000248434	4	135067232	135067233	ENSG00000248434
ENSG00000248456	4	135123778	135123779	ENSG00000248456
ENSG00000283432	4	135315521	135315522	ENSG00000283432
ENSG00000250834	4	135371923	135371924	ENSG00000250834
ENSG00000248104	4	135567156	135567157	ENSG00000248104
ENSG00000250865	4	135805903	135805904	ENSG00000250865
ENSG00000248330	4	135913679	135913680	ENSG00000248330
ENSG00000207322	4	135996091	135996092	ENSG00000207322
ENSG00000251492	4	136004901	136004902	ENSG00000251492
ENSG00000261166	4	136099239	136099240	ENSG00000261166
ENSG00000250665	4	136125908	136125909	ENSG00000250665
ENSG00000249311	4	136356335	136356336	ENSG00000249311
ENSG00000251567	4	136395470	136395471	ENSG00000251567
ENSG00000279749	4	136553235	136553236	ENSG00000279749
ENSG00000250341	4	137193755	137193756	ENSG00000250341
ENSG00000248869	4	137212798	137212799	ENSG00000248869
ENSG00000250813	4	137301186	137301187	ENSG00000250813
ENSG00000251440	4	137425863	137425864	ENSG00000251440
ENSG00000213448	4	137448086	137448087	ENSG00000213448
ENSG00000189184	4	137532493	137532494	ENSG00000189184
ENSG00000251632	4	137545730	137545731	ENSG00000251632
ENSG00000280352	4	137602432	137602433	ENSG00000280352
ENSG00000250126	4	137655173	137655174	ENSG00000250126
ENSG00000250777	4	137734976	137734977	ENSG00000250777
ENSG00000250034	4	137807705	137807706	ENSG00000250034
ENSG00000250033	4	138057463	138057464	ENSG00000250033
ENSG00000248307	4	138130708	138130709	ENSG00000248307
ENSG00000151012	4	138242348	138242349	ENSG00000151012
ENSG00000249091	4	138281783	138281784	ENSG00000249091
ENSG00000251372	4	138309710	138309711	ENSG00000251372
ENSG00000248397	4	138312657	138312658	ENSG00000248397
ENSG00000249381	4	138425522	138425523	ENSG00000249381
ENSG00000248305	4	138482095	138482096	ENSG00000248305
ENSG00000248795	4	138560703	138560704	ENSG00000248795
ENSG00000250977	4	138665568	138665569	ENSG00000250977
ENSG00000250501	4	138773549	138773550	ENSG00000250501
ENSG00000250577	4	138924231	138924232	ENSG00000250577
ENSG00000250195	4	139012645	139012646	ENSG00000250195
ENSG00000151014	4	139015780	139015781	ENSG00000151014
ENSG00000252503	4	139055474	139055475	ENSG00000252503
ENSG00000240723	4	139100376	139100377	ENSG00000240723
ENSG00000179967	4	139115373	139115374	ENSG00000179967
ENSG00000276396	4	139155152	139155153	ENSG00000276396
ENSG00000109381	4	139177217	139177218	ENSG00000109381
ENSG00000265892	4	139185440	139185441	ENSG00000265892
ENSG00000207384	4	139200394	139200395	ENSG00000207384
ENSG00000252362	4	139231118	139231119	ENSG00000252362
ENSG00000206722	4	139256759	139256760	ENSG00000206722
ENSG00000137463	4	139280224	139280225	ENSG00000137463
ENSG00000164134	4	139301504	139301505	ENSG00000164134
ENSG00000109390	4	139302550	139302551	ENSG00000109390
ENSG00000200520	4	139318377	139318378	ENSG00000200520
ENSG00000248863	4	139430883	139430884	ENSG00000248863
ENSG00000239005	4	139436493	139436494	ENSG00000239005
ENSG00000172007	4	139453231	139453232	ENSG00000172007
ENSG00000273247	4	139454033	139454034	ENSG00000273247
ENSG00000249302	4	139546265	139546266	ENSG00000249302
ENSG00000272717	4	139556798	139556799	ENSG00000272717
ENSG00000145391	4	139606698	139606699	ENSG00000145391
ENSG00000261268	4	139623231	139623232	ENSG00000261268
ENSG00000085871	4	139665767	139665768	ENSG00000085871
ENSG00000201533	4	139685426	139685427	ENSG00000201533
ENSG00000178458	4	139698553	139698554	ENSG00000178458
ENSG00000252233	4	139794432	139794433	ENSG00000252233
ENSG00000250698	4	140128014	140128015	ENSG00000250698
ENSG00000196782	4	140154183	140154184	ENSG00000196782
ENSG00000153130	4	140257285	140257286	ENSG00000153130
ENSG00000249754	4	140314549	140314550	ENSG00000249754
ENSG00000241923	4	140366860	140366861	ENSG00000241923
ENSG00000196951	4	140373380	140373381	ENSG00000196951
ENSG00000153132	4	140427660	140427661	ENSG00000153132
ENSG00000205301	4	140498376	140498377	ENSG00000205301
ENSG00000280262	4	140498401	140498402	ENSG00000280262
ENSG00000179387	4	140524167	140524168	ENSG00000179387
ENSG00000109424	4	140568960	140568961	ENSG00000109424
ENSG00000242102	4	140577924	140577925	ENSG00000242102
ENSG00000248621	4	140600574	140600575	ENSG00000248621
ENSG00000249661	4	140645488	140645489	ENSG00000249661
ENSG00000207155	4	140700941	140700942	ENSG00000207155
ENSG00000248335	4	140712167	140712168	ENSG00000248335
ENSG00000109436	4	140756384	140756385	ENSG00000109436
ENSG00000273472	4	140756527	140756528	ENSG00000273472
ENSG00000222613	4	140779140	140779141	ENSG00000222613
ENSG00000170153	4	141212876	141212877	ENSG00000170153
ENSG00000109445	4	141220886	141220887	ENSG00000109445
ENSG00000248747	4	141278788	141278789	ENSG00000248747
ENSG00000248810	4	141332617	141332618	ENSG00000248810
ENSG00000250189	4	141405171	141405172	ENSG00000250189
ENSG00000272632	4	141430830	141430831	ENSG00000272632
ENSG00000250141	4	141576076	141576077	ENSG00000250141
ENSG00000164136	4	141636582	141636583	ENSG00000164136
ENSG00000242134	4	142287624	142287625	ENSG00000242134
ENSG00000250835	4	142317237	142317238	ENSG00000250835
ENSG00000251248	4	142514445	142514446	ENSG00000251248
ENSG00000249806	4	142566018	142566019	ENSG00000249806
ENSG00000109452	4	142847431	142847432	ENSG00000109452
ENSG00000251300	4	143045085	143045086	ENSG00000251300
ENSG00000250326	4	143184860	143184861	ENSG00000250326
ENSG00000170185	4	143184916	143184917	ENSG00000170185
ENSG00000250969	4	143286292	143286293	ENSG00000250969
ENSG00000200049	4	143309465	143309466	ENSG00000200049
ENSG00000109458	4	143336761	143336762	ENSG00000109458
ENSG00000265623	4	143343459	143343460	ENSG00000265623
ENSG00000228981	4	143350116	143350117	ENSG00000228981
ENSG00000243175	4	143424752	143424753	ENSG00000243175
ENSG00000250540	4	143498125	143498126	ENSG00000250540
ENSG00000153147	4	143513701	143513702	ENSG00000153147
ENSG00000245112	4	143514634	143514635	ENSG00000245112
ENSG00000248924	4	143555582	143555583	ENSG00000248924
ENSG00000251600	4	143559456	143559457	ENSG00000251600
ENSG00000236296	4	143559471	143559472	ENSG00000236296
ENSG00000183090	4	143700674	143700675	ENSG00000183090
ENSG00000250345	4	143762092	143762093	ENSG00000250345
ENSG00000197465	4	143905562	143905563	ENSG00000197465
ENSG00000249741	4	143912052	143912053	ENSG00000249741
ENSG00000286055	4	144010236	144010237	ENSG00000286055
ENSG00000250361	4	144019344	144019345	ENSG00000250361
ENSG00000170180	4	144140750	144140751	ENSG00000170180
ENSG00000261129	4	144505899	144505900	ENSG00000261129
ENSG00000250504	4	144572237	144572238	ENSG00000250504
ENSG00000164161	4	144646155	144646156	ENSG00000164161
ENSG00000248890	4	144661356	144661357	ENSG00000248890
ENSG00000273621	4	144739940	144739941	ENSG00000273621
ENSG00000249193	4	144845624	144845625	ENSG00000249193
ENSG00000250406	4	144851571	144851572	ENSG00000250406
ENSG00000285783	4	144870952	144870953	ENSG00000285783
ENSG00000251452	4	144921163	144921164	ENSG00000251452
ENSG00000222594	4	145035131	145035132	ENSG00000222594
ENSG00000285713	4	145098173	145098174	ENSG00000285713
ENSG00000164163	4	145098287	145098288	ENSG00000164163
ENSG00000164162	4	145098540	145098541	ENSG00000164162
ENSG00000238713	4	145149648	145149649	ENSG00000238713
ENSG00000164164	4	145180160	145180161	ENSG00000164164
ENSG00000240992	4	145270557	145270558	ENSG00000240992
ENSG00000272727	4	145340420	145340421	ENSG00000272727
ENSG00000251333	4	145375542	145375543	ENSG00000251333
ENSG00000278943	4	145376908	145376909	ENSG00000278943
ENSG00000248745	4	145456004	145456005	ENSG00000248745
ENSG00000170365	4	145481193	145481194	ENSG00000170365
ENSG00000250582	4	145502970	145502971	ENSG00000250582
ENSG00000250902	4	145517117	145517118	ENSG00000250902
ENSG00000151611	4	145599041	145599042	ENSG00000151611
ENSG00000249245	4	145626034	145626035	ENSG00000249245
ENSG00000248356	4	145650623	145650624	ENSG00000248356
ENSG00000237136	4	145680114	145680115	ENSG00000237136
ENSG00000279481	4	145832979	145832980	ENSG00000279481
ENSG00000251687	4	145833117	145833118	ENSG00000251687
ENSG00000151612	4	145938822	145938823	ENSG00000151612
ENSG00000201314	4	145958239	145958240	ENSG00000201314
ENSG00000260303	4	146056761	146056762	ENSG00000260303
ENSG00000248809	4	146121912	146121913	ENSG00000248809
ENSG00000164167	4	146175702	146175703	ENSG00000164167
ENSG00000279845	4	146180850	146180851	ENSG00000279845
ENSG00000250673	4	146214514	146214515	ENSG00000250673
ENSG00000280250	4	146231891	146231892	ENSG00000280250
ENSG00000251010	4	146241805	146241806	ENSG00000251010
ENSG00000278438	4	146408582	146408583	ENSG00000278438
ENSG00000120519	4	146521963	146521964	ENSG00000120519
ENSG00000207182	4	146580047	146580048	ENSG00000207182
ENSG00000151615	4	146638892	146638893	ENSG00000151615
ENSG00000248764	4	146934000	146934001	ENSG00000248764
ENSG00000137473	4	146945881	146945882	ENSG00000137473
ENSG00000248346	4	146957437	146957438	ENSG00000248346
ENSG00000260090	4	147005491	147005492	ENSG00000260090
ENSG00000279376	4	147025913	147025914	ENSG00000279376
ENSG00000221369	4	147344716	147344717	ENSG00000221369
ENSG00000241281	4	147426350	147426351	ENSG00000241281
ENSG00000249004	4	147459320	147459321	ENSG00000249004
ENSG00000151617	4	147480916	147480917	ENSG00000151617
ENSG00000280219	4	147487970	147487971	ENSG00000280219
ENSG00000251254	4	147506090	147506091	ENSG00000251254
ENSG00000251688	4	147567605	147567606	ENSG00000251688
ENSG00000251298	4	147617244	147617245	ENSG00000251298
ENSG00000164168	4	147617382	147617383	ENSG00000164168
ENSG00000164169	4	147684162	147684163	ENSG00000164169
ENSG00000071205	4	147732062	147732063	ENSG00000071205
ENSG00000252951	4	147745416	147745417	ENSG00000252951
ENSG00000264274	4	147782594	147782595	ENSG00000264274
ENSG00000240014	4	147808925	147808926	ENSG00000240014
ENSG00000270387	4	147917385	147917386	ENSG00000270387
ENSG00000250354	4	148146470	148146471	ENSG00000250354
ENSG00000151623	4	148444697	148444698	ENSG00000151623
ENSG00000251418	4	148527138	148527139	ENSG00000251418
ENSG00000201846	4	148557946	148557947	ENSG00000201846
ENSG00000250357	4	148693031	148693032	ENSG00000250357
ENSG00000225176	4	148703831	148703832	ENSG00000225176
ENSG00000279016	4	148819955	148819956	ENSG00000279016
ENSG00000249317	4	148942377	148942378	ENSG00000249317
ENSG00000239168	4	148991632	148991633	ENSG00000239168
ENSG00000249752	4	149062521	149062522	ENSG00000249752
ENSG00000250252	4	149149779	149149780	ENSG00000250252
ENSG00000248210	4	149154294	149154295	ENSG00000248210
ENSG00000250905	4	149666056	149666057	ENSG00000250905
ENSG00000251482	4	149789951	149789952	ENSG00000251482
ENSG00000234828	4	149896232	149896233	ENSG00000234828
ENSG00000202331	4	149907559	149907560	ENSG00000202331
ENSG00000207121	4	149934375	149934376	ENSG00000207121
ENSG00000250704	4	149956207	149956208	ENSG00000250704
ENSG00000170390	4	150078444	150078445	ENSG00000170390
ENSG00000238721	4	150209705	150209706	ENSG00000238721
ENSG00000248521	4	150423641	150423642	ENSG00000248521
ENSG00000249690	4	150579088	150579089	ENSG00000249690
ENSG00000181541	4	150581921	150581922	ENSG00000181541
ENSG00000183432	4	150720980	150720981	ENSG00000183432
ENSG00000252451	4	150970781	150970782	ENSG00000252451
ENSG00000198589	4	151015726	151015727	ENSG00000198589
ENSG00000235606	4	151027089	151027090	ENSG00000235606
ENSG00000145425	4	151099623	151099624	ENSG00000145425
ENSG00000201264	4	151102056	151102057	ENSG00000201264
ENSG00000208797	4	151103826	151103827	ENSG00000208797
ENSG00000270681	4	151139990	151139991	ENSG00000270681
ENSG00000249012	4	151259502	151259503	ENSG00000249012
ENSG00000189099	4	151277170	151277171	ENSG00000189099
ENSG00000250350	4	151279191	151279192	ENSG00000250350
ENSG00000252544	4	151300517	151300518	ENSG00000252544
ENSG00000109686	4	151325631	151325632	ENSG00000109686
ENSG00000270265	4	151353223	151353224	ENSG00000270265
ENSG00000251611	4	151408834	151408835	ENSG00000251611
ENSG00000164142	4	151409175	151409176	ENSG00000164142
ENSG00000253019	4	151576765	151576766	ENSG00000253019
ENSG00000251455	4	151674482	151674483	ENSG00000251455
ENSG00000059691	4	151761006	151761007	ENSG00000059691
ENSG00000249184	4	151799499	151799500	ENSG00000249184
ENSG00000249708	4	151891262	151891263	ENSG00000249708
ENSG00000248991	4	151919467	151919468	ENSG00000248991
ENSG00000249818	4	151928647	151928648	ENSG00000249818
ENSG00000251249	4	151955990	151955991	ENSG00000251249
ENSG00000253077	4	151971612	151971613	ENSG00000253077
ENSG00000286066	4	151991924	151991925	ENSG00000286066
ENSG00000245954	4	152090458	152090459	ENSG00000245954
ENSG00000250706	4	152178572	152178573	ENSG00000250706
ENSG00000251377	4	152225869	152225870	ENSG00000251377
ENSG00000244544	4	152264444	152264445	ENSG00000244544
ENSG00000270302	4	152309982	152309983	ENSG00000270302
ENSG00000270883	4	152318363	152318364	ENSG00000270883
ENSG00000270751	4	152337654	152337655	ENSG00000270751
ENSG00000264678	4	152489415	152489416	ENSG00000264678
ENSG00000109670	4	152536091	152536092	ENSG00000109670
ENSG00000268471	4	152536263	152536264	ENSG00000268471
ENSG00000283792	4	152536427	152536428	ENSG00000283792
ENSG00000243417	4	152552363	152552364	ENSG00000243417
ENSG00000240669	4	152614332	152614333	ENSG00000240669
ENSG00000248571	4	152666367	152666368	ENSG00000248571
ENSG00000170006	4	152680011	152680012	ENSG00000170006
ENSG00000169989	4	152779763	152779764	ENSG00000169989
ENSG00000164144	4	152779936	152779937	ENSG00000164144
ENSG00000250980	4	152796830	152796831	ENSG00000250980
ENSG00000231841	4	152927445	152927446	ENSG00000231841
ENSG00000137460	4	152936351	152936352	ENSG00000137460
ENSG00000249022	4	153034210	153034211	ENSG00000249022
ENSG00000109654	4	153152341	153152342	ENSG00000109654
ENSG00000252030	4	153265754	153265755	ENSG00000252030
ENSG00000201786	4	153267009	153267010	ENSG00000201786
ENSG00000213406	4	153308716	153308717	ENSG00000213406
ENSG00000121211	4	153344648	153344649	ENSG00000121211
ENSG00000243883	4	153382014	153382015	ENSG00000243883
ENSG00000121210	4	153466345	153466346	ENSG00000121210
ENSG00000250771	4	153640167	153640168	ENSG00000250771
ENSG00000248208	4	153658571	153658572	ENSG00000248208
ENSG00000137462	4	153684069	153684070	ENSG00000137462
ENSG00000249309	4	153720326	153720327	ENSG00000249309
ENSG00000145428	4	153760234	153760235	ENSG00000145428
ENSG00000145423	4	153789082	153789083	ENSG00000145423
ENSG00000280241	4	154142121	154142122	ENSG00000280241
ENSG00000278981	4	154235979	154235980	ENSG00000278981
ENSG00000280005	4	154261734	154261735	ENSG00000280005
ENSG00000249200	4	154373885	154373886	ENSG00000249200
ENSG00000197410	4	154495569	154495570	ENSG00000197410
ENSG00000250609	4	154523486	154523487	ENSG00000250609
ENSG00000200350	4	154544036	154544037	ENSG00000200350
ENSG00000171566	4	154550399	154550400	ENSG00000171566
ENSG00000248611	4	154555207	154555208	ENSG00000248611
ENSG00000171564	4	154562955	154562956	ENSG00000171564
ENSG00000171560	4	154590765	154590766	ENSG00000171560
ENSG00000171557	4	154612966	154612967	ENSG00000171557
ENSG00000121207	4	154626944	154626945	ENSG00000121207
ENSG00000249074	4	154724585	154724586	ENSG00000249074
ENSG00000249692	4	154770567	154770568	ENSG00000249692
ENSG00000151962	4	154781212	154781213	ENSG00000151962
ENSG00000249041	4	154781872	154781873	ENSG00000249041
ENSG00000222582	4	154787117	154787118	ENSG00000222582
ENSG00000252604	4	154790290	154790291	ENSG00000252604
ENSG00000250910	4	155173715	155173716	ENSG00000250910
ENSG00000185149	4	155208635	155208636	ENSG00000185149
ENSG00000250538	4	155209026	155209027	ENSG00000250538
ENSG00000249924	4	155287135	155287136	ENSG00000249924
ENSG00000164114	4	155376969	155376970	ENSG00000164114
ENSG00000250205	4	155381238	155381239	ENSG00000250205
ENSG00000250398	4	155384101	155384102	ENSG00000250398
ENSG00000271606	4	155385351	155385352	ENSG00000271606
ENSG00000249247	4	155452404	155452405	ENSG00000249247
ENSG00000249770	4	155452525	155452526	ENSG00000249770
ENSG00000248748	4	155454802	155454803	ENSG00000248748
ENSG00000248548	4	155456410	155456411	ENSG00000248548
ENSG00000249127	4	155456980	155456981	ENSG00000249127
ENSG00000249698	4	155457959	155457960	ENSG00000249698
ENSG00000248420	4	155458639	155458640	ENSG00000248420
ENSG00000249386	4	155459562	155459563	ENSG00000249386
ENSG00000251223	4	155461236	155461237	ENSG00000251223
ENSG00000248907	4	155462662	155462663	ENSG00000248907
ENSG00000251407	4	155463822	155463823	ENSG00000251407
ENSG00000251244	4	155515726	155515727	ENSG00000251244
ENSG00000164116	4	155666710	155666711	ENSG00000164116
ENSG00000260244	4	155734447	155734448	ENSG00000260244
ENSG00000061918	4	155758991	155758992	ENSG00000061918
ENSG00000151790	4	155854737	155854738	ENSG00000151790
ENSG00000256394	4	155866272	155866273	ENSG00000256394
ENSG00000256043	4	155953865	155953866	ENSG00000256043
ENSG00000249013	4	156006477	156006478	ENSG00000249013
ENSG00000251511	4	156585978	156585979	ENSG00000251511
ENSG00000251283	4	156642453	156642454	ENSG00000251283
ENSG00000249479	4	156642579	156642580	ENSG00000249479
ENSG00000248912	4	156686663	156686664	ENSG00000248912
ENSG00000248629	4	156841358	156841359	ENSG00000248629
ENSG00000280284	4	156876434	156876435	ENSG00000280284
ENSG00000278880	4	156886644	156886645	ENSG00000278880
ENSG00000145431	4	156971798	156971799	ENSG00000145431
ENSG00000250622	4	156972630	156972631	ENSG00000250622
ENSG00000252350	4	156986692	156986693	ENSG00000252350
ENSG00000252524	4	157064556	157064557	ENSG00000252524
ENSG00000109738	4	157076124	157076125	ENSG00000109738
ENSG00000199859	4	157201667	157201668	ENSG00000199859
ENSG00000120251	4	157204181	157204182	ENSG00000120251
ENSG00000249819	4	157204854	157204855	ENSG00000249819
ENSG00000234111	4	157572489	157572490	ENSG00000234111
ENSG00000249275	4	157637686	157637687	ENSG00000249275
ENSG00000200521	4	157768112	157768113	ENSG00000200521
ENSG00000249627	4	157815009	157815010	ENSG00000249627
ENSG00000279703	4	157818571	157818572	ENSG00000279703
ENSG00000286133	4	157824255	157824256	ENSG00000286133
ENSG00000279994	4	157946641	157946642	ENSG00000279994
ENSG00000250475	4	157969614	157969615	ENSG00000250475
ENSG00000279139	4	158110152	158110153	ENSG00000279139
ENSG00000280140	4	158111930	158111931	ENSG00000280140
ENSG00000248429	4	158170751	158170752	ENSG00000248429
ENSG00000164125	4	158173317	158173318	ENSG00000164125
ENSG00000251073	4	158182824	158182825	ENSG00000251073
ENSG00000250604	4	158200441	158200442	ENSG00000250604
ENSG00000164124	4	158201603	158201604	ENSG00000164124
ENSG00000251429	4	158270377	158270378	ENSG00000251429
ENSG00000171509	4	158315310	158315311	ENSG00000171509
ENSG00000199634	4	158395393	158395394	ENSG00000199634
ENSG00000248387	4	158469585	158469586	ENSG00000248387
ENSG00000249901	4	158509907	158509908	ENSG00000249901
ENSG00000171503	4	158672124	158672125	ENSG00000171503
ENSG00000205208	4	158672254	158672255	ENSG00000205208
ENSG00000271817	4	158700690	158700691	ENSG00000271817
ENSG00000171497	4	158723395	158723396	ENSG00000171497
ENSG00000052795	4	158769025	158769026	ENSG00000052795
ENSG00000206703	4	158794695	158794696	ENSG00000206703
ENSG00000274535	4	158909449	158909450	ENSG00000274535
ENSG00000248988	4	159007118	159007119	ENSG00000248988
ENSG00000249367	4	159026138	159026139	ENSG00000249367
ENSG00000164123	4	159038759	159038760	ENSG00000164123
ENSG00000206978	4	159064397	159064398	ENSG00000206978
ENSG00000109756	4	159103012	159103013	ENSG00000109756
ENSG00000283379	4	159128804	159128805	ENSG00000283379
ENSG00000264105	4	159128893	159128894	ENSG00000264105
ENSG00000248552	4	159375321	159375322	ENSG00000248552
ENSG00000250180	4	159398532	159398533	ENSG00000250180
ENSG00000250488	4	159777783	159777784	ENSG00000250488
ENSG00000250997	4	160522310	160522311	ENSG00000250997
ENSG00000249425	4	160539253	160539254	ENSG00000249425
ENSG00000242635	4	160818421	160818422	ENSG00000242635
ENSG00000249568	4	161378952	161378953	ENSG00000249568
ENSG00000249419	4	162022732	162022733	ENSG00000249419
